���authors,#formats,#genre,isbn,pubdate,title
Kelley Armstrong,,Fantasy,9.78055E+12,2009-04-24T14:25:14-07:00,Industrial Magic
Sue Grafton,,Fiction:Detective,9.78033E+12,2005-04-27T21:00:00-07:00,F Is for Fugitive
Sue Grafton,,Fiction:Detective,9.78045E+12,2010-04-27T21:00:00-07:00,G Is for Gumshoe
Sue Grafton,,Fiction:Detective,9.78031E+12,2007-11-26T21:00:00-08:00,H Is for Homicide
Sue Grafton,,Fiction:Detective,9.78068E+12,2005-04-27T21:00:00-07:00,I Is for Innocent
Sue Grafton,,Fiction:Detective,9.78033E+12,1994-10-06T21:00:00-07:00,J Is for Judgement
Sue Grafton,,Fiction:Detective,9.78031E+12,2005-10-31T20:00:00-08:00,A Is for Alibi
Sue Grafton,,Fiction:Detective,9.78031E+12,2005-11-28T21:00:00-08:00,B Is for Burglar
Sue Grafton,,Fiction:Detective,9.78031E+12,2005-11-30T21:00:00-08:00,C Is for Corpse
Sue Grafton,,Fiction:Detective,9.78031E+12,2005-11-30T21:00:00-08:00,D Is for Deadbeat
Sue Grafton,,Fiction:Detective,9.78045E+12,1999-03-28T20:00:00-08:00,N Is for Noose
Sue Grafton,,Fiction:Detective,9.78079E+12,2005-04-27T21:00:00-07:00,O Is for Outlaw
Sue Grafton,,Fiction:Detective,9.78068E+12,2005-04-27T21:00:00-07:00,K Is for Killer
Sue Grafton,,Fiction:Detective,9.78031E+12,2009-11-02T21:00:00-08:00,L Is for Lawless
Sue Grafton,,Fiction:Detective,9.78081E+12,1996-10-31T20:00:00-08:00,M Is for Malice
Sue Grafton,,Fiction:Detective,9.78043E+12,2005-04-27T21:00:00-07:00,Q Is for Quarry
Sue Grafton,,Fiction:Detective,9.78043E+12,2005-03-28T20:00:00-08:00,R Is for Ricochet
Sue Grafton,,Fiction:Detective,9.78045E+12,2001-04-14T21:00:00-07:00,P Is for Peril
Sue Grafton,,Fiction:Detective,9.7804E+12,2007-12-03T21:00:00-08:00,T Is for Trespass
Sue Grafton,,Fiction:Detective,9.78023E+12,2010-04-27T21:00:00-07:00,U Is for Undertow
Sue Grafton,,Fiction:Detective,9.78043E+12,2006-11-27T21:00:00-08:00,S Is for Silence
Savannah Russe,,Romance:Paranormal,9.78045E+12,2007-02-05T22:59:09-08:00,Beneath the Skin
Savannah Russe,,Romance:Paranormal,9.78045E+12,2007-11-05T22:59:15-08:00,In the Blood
Savannah Russe,,Romance:Paranormal,9.78045E+12,2008-05-05T23:59:21-07:00,Under Darkness
Scott G. Gier,,Science-Fiction,9.78193E+12,2005-08-14T23:59:27-07:00,Genellan: Planetfall
Savannah Russe,,Romance:Paranormal,9.78045E+12,2005-06-06T00:00:00-07:00,Beyond the Pale
Savannah Russe,,Romance:Paranormal,9.78045E+12,2006-04-03T00:00:00-07:00,Past Redemption
David Foster Wallace,,Non-fiction:Humor,9.78032E+12,2007-07-02T00:00:00-07:00,Consider the Lobster: And Other Essays
James A. Michener,,Fiction:Historical,9.78045E+12,1983-08-15T00:00:00-07:00,The Source
James A. Michener,,Fiction:Historical,9.78045E+12,1986-04-11T23:32:05-08:00,Chesapeake
James A. Michener,,Fiction:Historical,9.78078E+12,2000-12-14T23:32:23-08:00,The Bridges at Toko-Ri
James A. Michener,,Fiction:Historical,9.78044E+12,1982-08-15T00:32:53-07:00,Space
James A. Michener,,Fiction:Historical,9.78045E+12,1987-02-11T23:33:04-08:00,Centennial
Naomi Rich,,Fiction:Historical,9.78067E+12,2009-02-14T23:47:28-08:00,Alis
Chinua Achebe,,classics,9.78014E+12,2001-08-14T16:00:00-07:00,Things Fall Apart
Peter Ackroyd,,Fiction:Historical,9.78024E+12,1993-08-15T00:00:00-07:00,The House of Doctor Dee
Aesop,,Children's Books,9.78159E+12,2003-10-31T23:00:00-08:00,Aesop's Fables
Kingsley Amis,,Fiction,9.78006E+12,1988-03-14T23:00:00-08:00,The Old Devils: A Novel
Kingsley Amis,,Fiction,9.78014E+12,2010-08-15T12:34:04-07:00,Lucky Jim
Edwin A. Abbott,,Science-Fiction,9.78191E+12,2010-08-14T03:00:00-07:00,Flatland
Dante Alighieri,,classics,9.78014E+12,2002-11-30T23:03:00-08:00,"Divine Comedy, The: Volume 1: Inferno"
Walter Crane,,classics,9.78141E+12,2007-12-14T00:00:00-08:00,The Frog Prince and Other Stories
Anonymous,,History,9.78114E+12,2010-08-15T00:00:00-07:00,"The Metrical History of Tom Thumb the Little, as Issued Early in the 18th Century"
Anonymous,,classics,9.78049E+12,2010-02-23T00:00:00-08:00,Aladdin and the Magic Lamp
Anonymous,,classics,9.78014E+12,2010-08-15T00:00:00-07:00,The Arabian Nights
Anonymous,,classics,9.78144E+12,2010-03-01T00:00:00-08:00,"The Arabian Nights Entertainments: Consisting of One Thousand and One Stories, Told by the Sultaness of the Indies, ... Freely Transcribed From the Original Translation. ..."
Anonymous,,History,9.78055E+12,2008-08-15T00:00:00-07:00,The Diary of a U-Boat Commander
Anonymous,,classics,9.78056E+12,2009-04-15T00:00:00-07:00,Goody Two-Shoes
Hans Christian Andersen & Harry Clarke & Jack Zipes & Marte H. Hult,,Children's Books,9.78159E+12,2007-02-01T00:00:00-08:00,Fairy Tales
James M. Barrie,,classics,9.7802E+12,2008-12-13T00:00:00-08:00,Peter Pan in Kensington Gardens and Peter and Wendy
Lyman Frank Baum,,classics,9.78069E+12,1989-05-24T00:00:00-07:00,Ozma of Oz
Lyman Frank Baum,,classics,9.78069E+12,1991-04-24T00:00:00-07:00,The Road to Oz
Lyman Frank Baum,,classics,9.78049E+12,1998-02-06T00:00:00-08:00,The Sea Fairies
Lyman Frank Baum,,classics,9.78093E+12,1997-07-24T13:49:05-07:00,Sky Island: Being the Further Exciting Adventures of Trot and Cap'n Bill After Their Visits to the Sea Fairies
Lyman Frank Baum,,classics,9.78006E+12,2009-10-22T00:00:00-07:00,A Kidnapped Santa Claus
Lyman Frank Baum,,classics,9.78069E+12,1990-08-17T00:00:00-07:00,Dorothy and the Wizard in Oz
Lyman Frank Baum,,classics,9.78069E+12,1993-05-04T00:00:00-07:00,The Emerald City of Oz
Lyman Frank Baum,,classics,9.78076E+12,2009-09-01T00:00:00-07:00,The Life and Adventures of Santa Claus
Lyman Frank Baum,,classics,9.78069E+12,1979-08-15T00:00:00-07:00,The Marvelous Land of Oz
Daniel Defoe,,classics,9.78142E+12,2008-12-30T00:00:00-08:00,Robinson Crusoe
Daniel Defoe,,classics,9.7816E+12,2009-01-15T00:00:00-08:00,The Further Adventures of Robinson Crusoe
Charles Darwin,,Autobiography,9.78039E+12,2010-06-15T00:00:00-07:00,The Autobiography of Charles Darwin
Robert Browning,,classics,9.78144E+12,2009-03-15T00:00:00-07:00,The Pied Piper of Hamlin
Robert Browning,,classics,9.78186E+12,1996-02-05T00:00:00-08:00,Childe Roland to the Dark Tower Came
Charles Dickens,,classics,9.78045E+12,2010-06-15T00:00:00-07:00,Hard Times
Charles Dickens,,classics,9.78014E+12,2000-08-15T00:00:00-07:00,The Old Curiosity Shop: A Tale
Charles Dickens,,classics,9.78014E+12,2003-08-15T00:00:00-07:00,A Christmas Carol
Joseph Conrad,,classics,9.78081E+12,2004-08-15T00:00:00-07:00,The Secret Agent
Joseph Conrad,,classics,9.78145E+12,2010-02-26T00:00:00-08:00,Under Western Eyes
Joseph Conrad,,classics,9.78014E+12,1996-08-15T00:00:00-07:00,Heart of Darkness
Alexandre Dumas,,classics,9.7802E+12,2009-02-10T00:00:00-08:00,Louise De La Valliere
Alexandre Dumas,,classics,9.7802E+12,2010-06-15T00:00:00-07:00,Twenty Years After
Edward Gibbon,,History,9.78114E+12,2010-08-15T00:00:00-07:00,The History of the Decline and Fall of the Roman EmpireVol 2
Edward Gibbon,,History,9.78114E+12,2010-08-15T00:00:00-07:00,The History of the Decline and Fall of the Roman Empire Vol 1
H. Rider Haggard,,classics,9.78141E+12,2009-07-01T00:00:00-07:00,She
Thomas Hobbes,,classics,9.78161E+12,1950-08-15T01:00:00-07:00,Leviathan
F. Scott Fitzgerald,,classics,9.78014E+12,2008-08-26T00:00:00-07:00,The Curious Case of Benjamin Button and Other Jazz Age Stories
Carlo Collodi,,classics,9.78014E+12,1996-07-03T00:00:00-07:00,Pinocchio
Hugh Lofting,,Children's Books,9.78044E+12,1988-08-15T00:00:00-07:00,The Story of Doctor Dolittle: Being the History of His Peculiar Life at Home and Astonishing Adventures in Foreign Parts
Hugh Lofting,,Children's Books,9.78044E+12,1988-05-01T00:00:00-07:00,The Voyages of Doctor Dolittle
Jack London,,classics,9.78145E+12,2010-08-15T00:00:00-07:00,Martin Eden
Herman Melville,,classics,9.78062E+12,2002-10-27T23:00:00-08:00,Moby Dick
Thomas Paine & Mark Philp,,classics,9.7802E+12,2008-08-15T00:00:00-07:00,Rights of Man
Beatrix Potter,,Children's Books,9.78052E+12,1991-08-15T00:00:00-07:00,The Tale of Peter Rabbit
George Bernard Shaw,,classics,9.78115E+12,2010-08-15T00:00:00-07:00,Caesar and Cleopatra Caesar and Cleopatra
Bram Stoker,,classics,9.78185E+12,2006-08-15T00:00:00-07:00,The Man
Jules Verne,,"Science-Fiction, classics",1593083025,2009-05-15T00:00:00-07:00,Twenty Thousand Leagues Under the Sea
Johann David Wyss,,classics,9.78014E+12,2007-08-15T00:00:00-07:00,The Swiss Family Robinson
Giovanni Boccaccio,,classics,9.78014E+12,2003-08-15T00:00:00-07:00,The Decameron
Philippa Gregory,,Fiction:Historical,9.78142E+12,2009-09-08T16:09:27-07:00,The White Queen
Philippa Gregory,,Fiction:Historical,9.78185E+12,2010-08-15T16:09:36-07:00,The Red Queen
Brent Weeks,,Fantasy,9.78032E+12,2008-09-30T00:00:00-07:00,The Way of Shadows
Brent Weeks,,Fantasy,9.78032E+12,2008-10-30T03:00:00-07:00,Shadow's Edge
George R. R. Martin,,Fantasy,,2000-01-27T00:00:00-08:00,The Hedge Knight
George R. R. Martin,,Fantasy,9.78077E+12,2010-03-16T00:00:00-07:00,The Mystery Knight
George R. R. Martin,,Fantasy,,2004-10-26T00:00:00-07:00,The Sworn Sword
James D. Watson,,Self-Help,9.78038E+12,2010-08-15T00:00:00-07:00,Avoid Boring People: Lessons From a Life in Science
William Shakespeare,,classics,9.78145E+12,2009-09-15T00:00:00-07:00,Much Ado About Nothing
William Shakespeare,,classics,9.78014E+12,2001-11-29T00:00:00-08:00,Hamlet
Lee Child,,Fiction:Thriller,9.78044E+12,2010-08-14T09:00:00-07:00,One Shot: A Reacher Novel
Lee Child,,Fiction:Thriller,9.78044E+12,2009-05-19T07:36:28-07:00,Persuader: A Reacher Novel
Lee Child,,Fiction:Thriller,9.78052E+12,2007-08-28T07:37:11-07:00,Running Blind
Lee Child,,Fiction:Thriller,9.78044E+12,2010-08-14T09:00:00-07:00,The Enemy: A Reacher Novel
Lee Child,,Fiction:Thriller,9.78044E+12,2010-08-14T09:00:00-07:00,The Hard Way: A Reacher Novel
Lee Child,,Fiction:Thriller,9.78052E+12,2007-05-29T07:37:02-07:00,Tripwire
Lee Child,,Fiction:Thriller,9.78052E+12,2008-02-26T06:37:21-08:00,Without Fail
Lee Child,,Fiction:Thriller,9.78044E+12,2009-05-19T07:36:43-07:00,Bad Luck and Trouble: A Reacher Novel
Lee Child,,Fiction:Thriller,9.78052E+12,2006-11-28T06:36:56-08:00,Die Trying
Lee Child,,Fiction:Thriller,9.78043E+12,2005-11-01T06:37:16-08:00,Echo Burning
Lee Child,,Fiction:Thriller,9.78044E+12,2010-08-15T08:50:12-07:00,Gone Tomorrow
Lee Child,,Fiction:Thriller,9.78039E+12,2008-06-03T08:47:45-07:00,Nothing to Lose
Mary Roach,,"Science, Contemporary",9.78039E+12,2010-08-15T14:18:39-07:00,Packing for Mars: The Curious Science of Life in the Void
Ayn Rand,,Philosophy,,1963-12-01T13:25:06-08:00,For the New Intellectual: The Philosophy of Ayn Rand
Ayn Rand & Leonard Peikoff & Harry Binswanger,,Philosophy,9.78045E+12,1990-08-15T14:25:09-07:00,Introduction to Objectivist Epistemology
Ayn Rand,,Philosophy,9.78045E+12,1984-08-15T14:25:14-07:00,Philosophy: Who Needs It
Ayn Rand & Tore Boeckmann,,Fiction,9.78045E+12,2000-08-15T14:25:25-07:00,The Art of Fiction: A Guide for Writers and Readers
Ayn Rand & Robert Mayhew,,Non-fiction,9.78045E+12,2001-02-01T13:25:27-08:00,The Art of Nonfiction: A Guide for Writers and Readers
Ayn Rand & Harry Binswanger,,Philosophy,9.78045E+12,1988-08-15T14:25:30-07:00,The Ayn Rand Lexicon: Objectivism From a to Z
Ayn Rand & Gary Hull & Leonard Peikoff,,Philosophy,9.78045E+12,1999-01-01T13:25:35-08:00,The Ayn Rand Reader
Ayn Rand & Leonard Peikoff,,Philosophy,9.78045E+12,2005-04-05T14:25:39-07:00,The Early Ayn Rand: A Selection From Her Unpublished Fiction
Ayn Rand & Leonard Peikoff & David Harriman,,Autobiography,9.78045E+12,1999-08-02T00:00:00-07:00,Journals of Ayn Rand
Ayn Rand & Peter Schwartz,,Philosophy,9.78045E+12,1999-01-25T13:25:43-08:00,Return of the Primitive: The Anti-Industrial Revolution
Ayn Rand & Nathaniel Branden,,Fiction,9.78045E+12,1964-08-15T01:00:00-07:00,The Virtue of Selfishness: A New Concept of Egoism
Ayn Rand & Leonard Peikoff & Peter Schwartz,,Philosophy,9.78045E+12,1990-06-01T14:25:53-07:00,The Voice of Reason: Essays in Objectivist Thought
Ayn Rand,,Fiction,9.78045E+12,2009-05-05T14:25:56-07:00,We the Living
Ayn Rand,,classics,,2007-07-13T00:00:00-07:00,Anthem
Ayn Rand,,Philosophy,9.78045E+12,1966-08-15T01:00:00-07:00,Capitalism: The Unknown Ideal
Ayn Rand,,classics,9.78045E+12,2005-04-26T00:00:00-07:00,The Fountainhead
Ayn Rand,,classics,,2010-03-01T02:00:00-08:00,Atlas Shrugged
Sophie Kinsella,,Romance,9.78055E+12,2008-01-15T07:39:10-08:00,Shopaholic and Baby
Sophie Kinsella,,Romance,9.78059E+12,2004-06-01T08:39:42-07:00,Shopaholic and Sister
Sophie Kinsella,,Romance,9.78044E+12,2004-03-02T07:39:48-08:00,Shopaholic Takes Manhattan
Sophie Kinsella,,Romance,9.78044E+12,2004-08-31T08:39:57-07:00,Shopaholic Ties the Knot
Sophie Kinsella,,Romance,9.78039E+12,2005-03-01T06:51:13-08:00,Can You Keep a Secret?
Sophie Kinsella,,Romance,,2010-08-04T07:52:45-07:00,Confessions of a Shopaholic
Sophie Kinsella,,Romance,9.78044E+12,2009-09-29T08:37:53-07:00,Remember Me?
Stephen Crane,,classics,9.78159E+12,2005-10-31T23:00:00-08:00,Maggie: A Girl of the Streets and Other Writings About New York
Gustave Flaubert,,classics,9.78115E+12,2009-08-15T00:00:00-07:00,Sentimental Education
Theodore Dreiser,,classics,9.78045E+12,2009-01-06T00:00:00-08:00,Sister Carrie
Thomas Hardy,,classics,9.78014E+12,2002-12-31T00:00:00-08:00,Tess of the D'Urbervilles
F. Scott Fitzgerald,,classics,9.78115E+12,2009-08-15T00:00:00-07:00,The Beautiful and Damned
Elizabeth Gaskell,,classics,9.78014E+12,1997-08-15T00:00:00-07:00,The Life of Charlotte Bront��
Henry James,,classics,9.78014E+12,2008-08-15T00:00:00-07:00,The Wings of the Dove
F. Scott Fitzgerald,,classics,9.78144E+12,1948-08-15T01:00:00-07:00,This Side of Paradise
Anne Bront��,,classics,9.7802E+12,2010-08-15T00:00:00-07:00,Agnes Grey
Victor Hugo,,classics,9.78045E+12,1987-03-01T00:00:00-08:00,Les Mis̩rables (Abridged)
Philip K. Dick,,Science-Fiction,9.78038E+12,2002-05-14T00:00:00-07:00,Clans of the Alphane Moon
Philip K. Dick,,Science-Fiction,9.78058E+12,2005-12-01T00:00:00-08:00,Galactic Pot-Healer
Philip K. Dick,,Science-Fiction,9.78038E+12,2003-03-10T23:00:00-08:00,Our Friends From Frolix 8
Philip K. Dick,,Science-Fiction,9.78031E+12,2009-08-15T00:00:00-07:00,The Game-Players of Titan
Philip K. Dick,,Science-Fiction,9.78883E+12,2006-08-15T00:00:00-07:00,Valis
Sudhir Alladi Venkatesh,,"Autobiography, Contemporary",9.78159E+12,2008-01-15T00:00:00-08:00,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets
Adrian Tchaikovsky,,Fantasy,9.78023E+12,2009-07-31T21:00:00-07:00,Blood of the Mantis
Adrian Tchaikovsky,,Fantasy,9.78033E+12,2010-08-14T21:00:00-07:00,Salute the Dark
Adrian Tchaikovsky,,Fantasy,9.78033E+12,2010-07-01T21:00:00-07:00,The Scarab Path
Adrian Tchaikovsky,,Fantasy,9.78023E+12,2008-07-31T21:00:00-07:00,Empire in Black and Gold
Adrian Tchaikovsky,,Fantasy,9.78023E+12,2009-02-28T21:00:00-08:00,Dragonfly Falling
W. Bruce Cameron,,"Dogs, Contemporary",9.78077E+12,2010-07-06T00:00:00-07:00,A Dog's Purpose
Robert Oerter,,Science,9.78013E+12,2006-08-14T20:21:13-07:00,"The Theory of Almost Everything: The Standard Model, the Unsung Triumph of Modern Physics"
Valerie S. Malmont,,Mystery,9.78044E+12,2000-11-07T00:00:00-08:00,"Death, Snow, and Mistletoe"
Nancy S. Hughes,,food,9.78007E+12,2008-11-12T00:00:00-08:00,The 1500-Calorie-A-Day Cookbook
Rhonda Lauret Parkinson,,food,9.78158E+12,2003-09-01T00:00:00-07:00,The Everything Chinese Cookbook: From Wonton Soup to Sweet and Sour Chicken -- 300 Succulent Recipes From the Far East
Rhonda Lauret Parkinson,,food,9.7816E+12,2007-03-13T00:00:00-07:00,The Everything Stir-Fry Cookbook: 300 Fresh and Flavorful Recipes the Whole Family Will Love
Todd Wilbur,,food,9.78045E+12,2002-01-31T00:00:00-08:00,"Top Secret Recipes: Sodas, Smoothies, Spirits, & Shakes : Creating Cool Kitchen Clones of America's Favorite Brand-Name Drinks"
Todd Wilbur,,food,9.78045E+12,2006-12-26T00:00:00-08:00,Top Secret Restaurant Recipes 2
Toni Patrick,,food,9.78159E+12,2005-06-27T00:00:00-07:00,101 Things to Do With Ramen Noodles
Charlie Nardozzi,,food,9.78047E+12,2009-09-08T00:00:00-07:00,Vegetable Gardening for Dummies
Eric C. Westman & Stephen D. Phinney & Dr. Jeff S. Volek,,food,9.78144E+12,2010-08-15T00:00:00-07:00,The New Atkins for a New You: The Ultimate Diet for Shedding Weight and Feeling Great
Jennifer Malott Kotylo,,food,9.78158E+12,2002-10-31T23:00:00-08:00,"The Everything Thai Cookbook: From Pad Thai to Lemongrass Chicken Skewers, 300 Tasty, Tempting Thai Dishes You Can Make at Home"
Arthur Agatston & Joseph Signorile,,food,9.78159E+12,2008-04-28T00:00:00-07:00,The South Beach Diet Supercharged: Faster Weight Loss and Better Health for Life
Beth Hensperger & Julie Kaufmann,,food,9.78156E+12,2003-04-25T00:00:00-07:00,"The Ultimate Rice Cooker Cookbook: 250 No-Fail Recipes for Pilafs, Risottos, Polenta, Chilis, Soups, Porridges, Puddings and More, From Start to Finish in Your Rice Cooker"
Amelia Jeanroy & Karen Ward,,food,9.78141E+12,2010-08-15T00:00:00-07:00,Canning & Preserving for Dummies 2nd Edition
Lisa Lillien,,food,9.78031E+12,2008-04-29T00:00:00-07:00,Hungry Girl: Recipes and Survival Strategies for Guilt-Free Eating in the Real World
Lisa Lillien,,food,9.78031E+12,2009-04-14T00:00:00-07:00,Hungry Girl: 200 Under 200: 200 Recipes Under 200 Calories
Nancie McDermott & Maren Caruso,,food,9.78081E+12,2008-08-25T00:00:00-07:00,Quick & Easy Chinese: 70 Everyday Recipes
Nancy Baggett,,food,9.78047E+12,2009-01-16T00:00:00-08:00,"Kneadlessly Simple: Fabulous, Fuss-Free, No-Knead Breads"
Neil Gaiman & Al Sarrantonio,,Fiction,9.78006E+12,2010-04-22T00:00:00-07:00,Stories: All-New Tales
Karen Armstrong,,Religon,9.78144E+12,2008-11-03T00:00:00-08:00,Buddha
Karen Armstrong,,Religon,9.78031E+12,2009-08-15T00:00:00-07:00,The Case for God
Tim Kring & Dale Peck,,Fiction:Thriller,9.78031E+12,2010-08-15T00:00:00-07:00,Shift
John Grisham,,Fiction:Legal,9.78031E+12,2008-08-14T00:00:00-07:00,The Appeal
Karen Armstrong,,Religon,9.78035E+12,1994-08-15T00:00:00-07:00,"A History of God: The 4000-Year Quest of Judaism, Christianity, and Islam"
Lauren Oliver,,Fiction,9.78034E+12,2010-08-14T21:24:51-07:00,Before I Fall
Laurell K. Hamilton,,Romance:Fantasy,9.78035E+12,2005-03-14T23:00:00-08:00,A Kiss of Shadows
Lauren Henderson,,Fiction:Young Adult,9.78039E+12,2009-01-12T20:24:37-08:00,Kiss Me Kill Me
Lauren Henderson,,Fiction:Young Adult,9.78039E+12,2009-08-14T21:24:45-07:00,Kisses and Lies
Laura Iding,,Romance,9.78026E+12,2010-08-15T00:00:00-07:00,Marrying the Playboy Doctor
Julia Barrett,,Romance,,2010-03-16T00:00:00-07:00,Beauty and the Feast
Julia Child,,food,9.78031E+12,2010-08-14T23:34:13-07:00,Julia's Kitchen Wisdom
Julie Kagawa,,Fiction:Young Adult,9.78037E+12,2010-08-14T23:34:22-07:00,The Iron King
Jill Myles,,Romance:Paranormal,9.78142E+12,2009-12-28T22:34:32-08:00,Gentlemen Prefer Succubi
Jill Myles,,Romance:Paranormal,9.78142E+12,2010-08-14T23:34:42-07:00,Succubi Like It Hot
John Joseph Adams,,Mystery,9.7816E+12,2009-09-14T23:34:52-07:00,The Improbable Adventures of Sherlock Holmes
Jedediah Berry,,Mystery,9.78159E+12,2009-02-24T00:00:00-08:00,The Manual of Detection
Sam Kean,,Science,9.78032E+12,2010-07-12T00:00:00-07:00,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World From the Periodic Table of the Elements"
Jane Urquhart,,Fiction,9.7816E+12,2007-03-15T00:00:00-07:00,A Map of Glass
Ian McEwan,,Fiction:Suspense,9.78068E+12,2002-08-15T00:00:00-07:00,The Comfort of Strangers
William Shakespeare,,classics,9.78006E+12,2009-08-15T00:00:00-07:00,Romeo and Juliet
William Shakespeare,,classics,9.78145E+12,2010-08-15T00:00:00-07:00,The Tempest
William Shakespeare,,classics,9.78081E+12,2009-04-14T00:00:00-07:00,The Winter's Tale
Charles Darwin,,Science,9.78068E+12,1993-08-15T00:00:00-07:00,"The Origin of Species by Means of Natural Selection, Or, the Preservation of Favored Races in the Struggle for Life"
William Shakespeare,,classics,9.78074E+12,2004-07-27T00:00:00-07:00,Othello
John Grogan,,"Dogs, Contemporary",9.78006E+12,2005-10-06T00:00:00-07:00,Marley & Me: Life and Love With the World's Worst Dog
Stephen King,,Horror,9.78034E+12,2008-01-10T12:32:34-08:00,The Dead Zone
Stephen King,,Horror,9.78034E+12,2008-01-10T12:33:08-08:00,Firestarter
Nick Douglas,,"Contemporary, Non-fiction:Humor",9.78006E+12,2009-09-23T00:00:00-07:00,Twitter Wit: Brilliance in 140 Characters or Less
Charles P. Pierce,,"Politics, Non-fiction:Humor",9.78077E+12,2010-08-14T21:00:00-07:00,Idiot America: How Stupidity Became a Virtue in the Land of the Free
Howard Phillips Lovecraft,,Horror,,2010-01-02T00:00:00-08:00,"Lovecraft's Fiction Volume II, 1926-1928"
Howard Phillips Lovecraft,,Horror,,2010-01-02T00:00:00-08:00,"Lovecraft's Fiction Volume III, 1928-1931"
Howard Phillips Lovecraft,,Horror,,2010-01-02T00:00:00-08:00,"Lovecraft's Fiction Volume IV, 1932-1936"
Howard Phillips Lovecraft,,Horror,,2010-01-03T00:00:00-08:00,"Lovecraft's Fiction Volume I, 1905-1925"
Gail Oust,,Mystery,9.78045E+12,2010-08-15T13:48:54-07:00,Til Dice Do Us Part
Geri Krotow,,Romance,9.78037E+12,2009-02-10T12:49:03-08:00,What Family Means
Harlan Coben,,Fiction:Suspense,9.78053E+12,2010-08-15T13:49:11-07:00,Caught
Stephen King,,Horror,9.78145E+12,2010-04-15T00:00:00-07:00,Blockade Billy
Cesar Millan,,Dogs,9.78031E+12,2009-10-06T00:00:00-07:00,Puppyhood: How to Raise the Perfect Dog
Edie Jarolim,,Dogs,9.78159E+12,2009-08-15T00:00:00-07:00,Am I Boring My Dog?: And 99 Other Things Every Dog Wishes You Knew
Mellick Carlton,,Horror,9.78097E+12,2001-11-15T00:00:00-08:00,Satan Burger
Paolo Bacigalupi,,Science-Fiction,9.7816E+12,2009-09-15T00:00:00-07:00,The Windup Girl
Bill Simmons,,Sports,9.78035E+12,2009-10-27T00:00:00-07:00,The Book of Basketball: The NBA According to the Sports Guy
Jonathan Swift,,"Children's Books, classics",9.78159E+12,2002-04-03T23:00:00-08:00,Gulliver's Travels
